Year,unitid,ISPrice,OOSPrice
2008,101912,13174,13174
2009,101912,13834,13834
2010,101912,14250,14250
2011,101912,14678,14678
2012,101912,15414,15414
2013,101912,16236,16236
2014,101912,16720,16720
2015,101912,16720,16720
2016,101912,16720,16720
2017,101912,16720,16720
2018,101912,19792,19792
2019,101912,19990,19990
2020,101912,19990,19990
2021,101912,19990,19990
2022,101912,20040,20040
2023,101912,21838,21838
2024,101912,22512,22512
1990,101994,841,1441
1991,101994,1228,2096
1992,101994,1320,2220
1993,101994,990,1665
1994,101994,990,1665
1995,101994,990,1890
1996,101994,990,1890
1997,101994,1260,2385
1998,101994,1056,2016
1999,101994,1296,2496
2000,101994,1620,3120
2001,101994,1920,3600
2002,101994,2040,3840
2003,101994,2280,4320
2004,101994,2700,4830
2005,101994,2700,4830
2006,101994,2790,4920
2007,101994,2790,4920
2008,101994,2790,4890
2009,101994,2790,4890
2010,101994,3360,3360
2011,101994,4110,4110
2012,101994,4200,7470
2013,101994,4260,7590
2014,101994,4320,7710
2015,101994,4380,7830
2016,101994,4440,7950
2017,101994,4500,8070
2018,101994,4800,8670
2019,101994,4860,8790
2020,101994,4920,8910
2021,101994,4890,8580
2022,101994,4950,8700
2023,101994,6100,10700
2024,101994,5454,9324
1990,102030,666,1166
1991,102030,993,1700
1992,102030,993,1700
1993,102030,1026,1694
1994,102030,909,1590
1995,102030,1089,1989
1996,102030,1350,2475
1997,102030,1350,2475
1998,102030,1440,2688
1999,102030,1440,2688
2000,102030,1800,3360
2001,102030,2280,4080
2002,102030,2280,4080
2003,102030,2520,4560
2004,102030,2700,4830
2005,102030,2700,4830
2006,102030,2700,4830
2007,102030,2700,4830
2008,102030,2700,4830
2009,102030,2700,4830
2010,102030,3270,5970
2011,102030,4080,7290
2012,102030,4140,7410
2013,102030,4200,7530
2014,102030,4260,7650
2015,102030,4320,7770
2016,102030,4380,8070
2017,102030,4440,8010
2018,102030,4740,8610
2019,102030,4740,8610
2020,102030,4860,8850
2021,102030,4860,8550
2022,102030,4920,8670
2023,102030,5280,9090
2024,102030,5340,9210
1990,102049,6000,6000
1991,102049,6540,6540
1992,102049,7064,7064
1993,102049,7770,7770
1994,102049,8236,8236
1995,102049,8648,8648
1996,102049,9070,9070
1997,102049,9432,9432
1998,102049,9904,9904
2008,102049,19410,19410
2009,102049,20420,20420
2010,102049,21942,21942
2011,102049,23963,23963
2012,102049,25150,25150
2013,102049,26328,26328
2014,102049,27324,27324
2015,102049,28370,28370
2016,102049,29402,29402
2017,102049,30490,30490
2018,102049,31650,31650
2019,102049,32850,32850
2020,102049,34198,34198
2021,102049,35360,35360
2022,102049,36725,36725
2023,102049,38144,38144
2024,102049,40150,40150
1990,102067,645,1129
1991,102067,990,1732
1992,102067,1095,1770
1993,102067,1095,1916
1994,102067,1095,1916
1995,102067,1566,2862
1996,102067,1566,2862
1998,102067,1248,2400
1999,102067,1248,2400
2000,102067,1560,3000
2001,102067,2040,3840
2002,102067,2280,4080
2003,102067,2280,4080
2004,102067,2700,4830
2005,102067,2700,4830
2006,102067,2700,4830
2007,102067,2700,4830
2008,102067,2700,4830
2009,102067,2700,4830
2010,102067,3270,5970
2011,102067,4080,7290
2012,102067,4140,7410
2013,102067,3900,7230
2014,102067,3960,7350
2015,102067,3933,7383
2016,102067,4107,7617
2017,102067,4189,7759
2018,102067,4467,8907
2019,102067,4541,8471
2020,102067,4560,8550
2021,102067,4587,8277
2022,102067,4980,8730
2023,102067,5067,8877
2024,102067,5127,8997
1990,102076,606,1056
1991,102076,819,1365
1992,102076,968,1613
1993,102076,1035,1710
1994,102076,1035,1710
1995,102076,1035,1935
1996,102076,1125,2115
1997,102076,1197,2253
1998,102076,1472,2816
1999,102076,1568,2976
2000,102076,1470,2790
2001,102076,1740,3300
2002,102076,2040,3840
2003,102076,2520,4560
2004,102076,2760,4890
2005,102076,2820,4980
2006,102076,2820,4950
2007,102076,2820,4950
2008,102076,2820,4950
2009,102076,2820,4950
2010,102076,3390,6090
2011,102076,4140,7350
2012,102076,4104,6720
2013,102076,4260,7590
2014,102076,4320,7710
2015,102076,4380,7830
2016,102076,4440,7950
2017,102076,4500,8070
2018,102076,4800,8670
2019,102076,4950,8880
2020,102076,5344,9600
2021,102076,5344,9280
2022,102076,5408,9408
2023,102076,5218,9028
2024,102076,5278,9148
1990,102094,1905,2505
1991,102094,2103,2703
1992,102094,2295,2895
1993,102094,2295,2895
1994,102094,2397,3297
1995,102094,2541,3591
1996,102094,2538,4692
1997,102094,2673,5148
1998,102094,2673,5148
1999,102094,2911,5581
2000,102094,2911,5581
2001,102094,3230,6140
2002,102094,3410,6500
2003,102094,3770,7160
2004,102094,4290,8100
2005,102094,4502,8312
2006,102094,4502,8312
2007,102094,4822,8842
2008,102094,5512,9922
2009,102094,5962,11302
2010,102094,5748,11196
2011,102094,6204,12108
2012,102094,6660,13020
2013,102094,6948,13596
2014,102094,7188,14076
2015,102094,7332,14364
2016,102094,7548,14796
2017,102094,7812,15324
2018,102094,8396,16292
2019,102094,8396,16292
2020,102094,8396,16292
2021,102094,8756,17012
2022,102094,9116,17732
2023,102094,9676,18652
2024,102094,10116,19092
1990,102270,3550,3550
1991,102270,4260,4260
1992,102270,4460,4460
1993,102270,4460,4460
1994,102270,5200,5200
1995,102270,5200,5200
1996,102270,5200,5200
1997,102270,5460,5460
1998,102270,5570,5570
1999,102270,5970,5970
2000,102270,5970,5970
2001,102270,7374,7374
2002,102270,8718,8718
2003,102270,8718,8718
2004,102270,10596,10596
2005,102270,11660,11660
2006,102270,11660,11660
2007,102270,12186,12186
2008,102270,12712,12712
2009,102270,13462,13462
2010,102270,14464,14464
2011,102270,15062,15062
2012,102270,15665,15665
2013,102270,15865,15865
2014,102270,15865,15865
2015,102270,10418,10418
2016,102270,10418,10418
2017,102270,10792,10792
2018,102270,11092,11092
2019,102270,11292,11292
2020,102270,11292,11292
2021,102270,11392,11392
2022,102270,11392,11392
2023,102270,11392,11392
2024,102270,12126,12126
1990,102298,4447,4447
1991,102298,4166,4166
1992,102298,4166,4166
1993,102298,5166,5166
1994,102298,5666,5666
1995,102298,6084,6084
1996,102298,5949,5949
1997,102298,5949,5949
1998,102298,5949,5949
1999,102298,6084,6084
2000,102298,6084,6084
2001,102298,6752,6752
2002,102298,6867,6867
2003,102298,7128,7128
2004,102298,7128,7128
2005,102298,7128,7128
2006,102298,7128,7128
2007,102298,7128,7128
2008,102298,7808,7808
2009,102298,8940,8940
2010,102298,11111,11111
2011,102298,11143,11143
2012,102298,11492,11492
2013,102298,11492,11492
2014,102298,12509,12509
2015,102298,12510,12510
2016,102298,12340,12340
2017,102298,12340,12340
2018,102298,13571,13571
2019,102298,13846,13846
2020,102298,13866,13866
2021,102298,13886,13886
2022,102298,13886,13886
2023,102298,15650,15650
2024,102298,15650,15650
1990,102313,860,1505
1991,102313,1125,1969
1992,102313,1125,1969
1993,102313,1197,2061
1994,102313,1197,2061
1995,102313,1197,2157
1996,102313,1293,2349
1997,102313,1293,2349
1998,102313,1440,2700
1999,102313,1440,2920
2000,102313,1620,3060
2001,102313,1920,3720
2002,102313,2280,4080
2003,102313,2520,4560
2004,102313,2700,4830
2005,102313,2700,4830
2006,102313,2700,4830
2007,102313,2700,4830
2008,102313,2700,4830
2009,102313,2700,4830
2010,102313,3270,5970
2011,102313,3192,5760
2012,102313,3240,5856
2013,102313,3288,5952
2014,102313,3336,6048
2015,102313,4074,7524
2016,102313,4134,7644
2017,102313,4350,7920
2018,102313,4650,8520
2019,102313,4710,8640
2020,102313,4770,8760
2021,102313,4770,8460
2022,102313,4830,8580
2023,102313,4890,8700
2024,102313,5190,9060
1990,102377,5800,5800
1991,102377,6250,6250
1992,102377,6535,6535
1993,102377,6734,6734
1994,102377,7070,7070
1995,102377,7424,7424
1996,102377,8020,8020
1997,102377,8662,8662
1998,102377,9060,9060
2000,102377,10084,10084
2001,102377,10496,10496
2002,102377,10784,10784
2003,102377,11310,11310
2004,102377,11590,11590
2005,102377,11990,11990
2006,102377,12865,12865
2007,102377,14360,14360
2008,102377,15450,15450
2009,102377,16280,16280
2010,102377,16750,16750
2011,102377,17870,17870
2012,102377,18900,18900
2013,102377,18900,18900
2014,102377,19570,19570
2015,102377,20015,20015
2016,102377,20015,20015
2017,102377,22170,22170
2018,102377,22170,22170
2019,102377,22614,22614
2020,102377,22614,22614
2021,102377,22614,22614
2022,102377,22614,22614
2023,102377,23440,23440
2024,102377,25386,25386
1990,102429,800,1400
1991,102429,1180,2065
1992,102429,1288,2179
1993,102429,1050,1838
1994,102429,1116,1784
1995,102429,1227,2283
1996,102429,1200,2190
1997,102429,1275,2331
1998,102429,1662,3198
1999,102429,1726,3326
2000,102429,1740,3300
2001,102429,1860,3540
2002,102429,1980,3780
2003,102429,2550,4590
2004,102429,2730,4860
2005,102429,2730,4860
2006,102429,2730,4860
2007,102429,2730,4860
2008,102429,2730,4860
2009,102429,2768,4898
2010,102429,3488,6368
2011,102429,4080,7290
2012,102429,4170,7440
2013,102429,4230,7560
2014,102429,4305,7695
2015,102429,4365,7815
2016,102429,4410,7920
2017,102429,4470,8040
2018,102429,5086,9214
2019,102429,5150,9342
2020,102429,5214,9470
2021,102429,5214,9150
2022,102429,5278,9278
2023,102429,4678,8234
2024,102429,4734,8346
1990,102553,1270,3714
1991,102553,1398,3998
1992,102553,1546,4330
1993,102553,1778,5106
1994,102553,1856,5340
1995,102553,2318,6638
1996,102553,2368,6778
1997,102553,2412,6912
1998,102553,2619,7239
1999,102553,2694,7464
2000,102553,2769,7689
2001,102553,2885,7955
2002,102553,2977,8197
2003,102553,3232,8962
2004,102553,3517,10447
2005,102553,4004,11624
2006,102553,4366,12736
2007,102553,4722,13692
2008,102553,4945,14365
2009,102553,5180,15080
2010,102553,5531,16121
2011,102553,5906,17546
2012,102553,6266,18716
2013,102553,6079,18329
2014,102553,6262,19010
2015,102553,6802,20354
2016,102553,7112,21274
2017,102553,6870,19494
2018,102553,8580,24762
2019,102553,8103,28084
2020,102553,8750,25228
2021,102553,8750,25228
2022,102553,7508,21635
2023,102553,7566,21693
2024,102553,7738,21322
1990,102580,2370,2370
1991,102580,2400,2400
1992,102580,2830,2830
1993,102580,3330,3330
1994,102580,3300,3300
1995,102580,3300,3300
1996,102580,3300,3300
1997,102580,3790,3790
1998,102580,4360,4360
2010,102580,7130,7130
2011,102580,7130,7130
2012,102580,7130,7130
2013,102580,9200,9200
2014,102580,9300,9300
2015,102580,9300,9300
2016,102580,9300,9300
2017,102580,9350,9350
2018,102580,9600,9600
2019,102580,9700,9700
2020,102580,9700,9700
2021,102580,10900,10900
2022,102580,10900,10900
2023,102580,10930,10930
2024,102580,9730,9730
1990,102614,1660,4104
1991,102614,1820,4420
1992,102614,2030,5046
1993,102614,2224,5552
1994,102614,2488,5972
1995,102614,2926,7246
1996,102614,3025,7435
1997,102614,3120,7620
1998,102614,3178,7798
1999,102614,3313,8083
2000,102614,3420,8340
2001,102614,3477,8547
2002,102614,3597,8817
2003,102614,3850,9580
2004,102614,4355,11285
2005,102614,4156,11776
2006,102614,4538,12908
2007,102614,4818,13788
2008,102614,5173,14593
2009,102614,5408,15488
2010,102614,5703,16293
2011,102614,6078,17718
2012,102614,6438,18888
2013,102614,6184,18522
2014,102614,6466,19290
2015,102614,6982,20534
2016,102614,7346,21584
2017,102614,7910,23382
2018,102614,8244,24175
2019,102614,8757,25398
2020,102614,9169,25838
2021,102614,9221,25654
2022,102614,9612,26073
2023,102614,10016,26404
2024,102614,10083,25892
1990,102632,1226,3670
1991,102632,1330,3930
1992,102632,1542,4558
1993,102632,1698,5026
1994,102632,1778,5260
1995,102632,2190,6510
1996,102632,2239,6649
1997,102632,2284,6784
1998,102632,2464,7084
1999,102632,2551,7321
2000,102632,2626,7546
2001,102632,2953,8023
2002,102632,3043,8263
2003,102632,3348,9078
2004,102632,3633,10563
2005,102632,4068,11688
2006,102632,4430,12800
2007,102632,4690,13660
2008,102632,4893,14313
2009,102632,5158,15058
2010,102632,5475,16065
2011,102632,5890,17530
2012,102632,6265,18715
2013,102632,6437,18741
2014,102632,6669,19537
2015,102632,7112,20664
2016,102632,7504,21756
2017,102632,7840,22736
2018,102632,8120,23828
2019,102632,8484,24962
2020,102632,8852,25402
2021,102632,8694,24950
2022,102632,8726,25041
2023,102632,8820,25312
2024,102632,8936,24840
1990,102669,6330,6330
1991,102669,6330,6330
1992,102669,6930,6930
1993,102669,7330,7330
1994,102669,7690,7690
1995,102669,7640,7640
1996,102669,8000,8000
1997,102669,8400,8400
1998,102669,9176,10376
1999,102669,9968,12032
2000,102669,10472,13280
2001,102669,11000,14480
2002,102669,11680,15380
2003,102669,12410,16328
2004,102669,17310,17310
2005,102669,18342,18342
2006,102669,19610,19610
2007,102669,21010,21010
2008,102669,22610,22610
2009,102669,24410,24410
2010,102669,26360,26360
2011,102669,27110,27110
2012,102669,29810,29810
2013,102669,29810,29810
2014,102669,19610,19610
2015,102669,19610,19610
2016,102669,20310,20310
2017,102669,20760,20760
2018,102669,20760,20760
2019,102669,20760,20760
2020,102669,20760,20760
2021,102669,20760,20760
2022,102669,20760,20760
2023,102669,20760,20760
2024,102669,20760,20760
1990,104151,1478,6484
1991,104151,1528,6934
1992,104151,1590,6996
1993,104151,1844,7350
1994,104151,1894,7500
1995,104151,1950,7978
1996,104151,2009,8377
1997,104151,2058,8710
1998,104151,2158,9110
1999,104151,2261,9413
2000,104151,2346,9802
2001,104151,2488,10354
2002,104151,2585,11105
2003,104151,3595,12115
2004,104151,4064,12919
2005,104151,4406,15095
2006,104151,4688,15847
2007,104151,4971,17003
2008,104151,5661,17949
2009,104151,6844,19629
2010,104151,8132,20596
2011,104151,9720,22319
2012,104151,9724,22977
2013,104151,9861,23654
2014,104151,10127,24503
2015,104151,10158,25458
2016,104151,10370,26470
2017,104151,10792,27372
2018,104151,10822,28336
2019,104151,11338,29428
2020,104151,11338,29428
2021,104151,11348,29438
2022,104151,11618,30592
2023,104151,12051,32193
2024,104151,12223,33139
1990,104179,1478,6484
1991,104179,1528,6934
1992,104179,1528,6934
1993,104179,1778,7284
1994,104179,1894,7500
1995,104179,1884,7912
1996,104179,2009,8377
1997,104179,2058,8710
1998,104179,2158,9110
2003,104179,3603,12373
2004,104179,4098,13078
2005,104179,4498,13682
2006,104179,4766,14972
2007,104179,5048,16282
2008,104179,5542,18676
2009,104179,6855,22264
2010,104179,8237,24597
2011,104179,10035,25494
2012,104179,10035,26231
2013,104179,10391,27073
2014,104179,10581,28379
2015,104179,10877,30030
2016,104179,11171,31770
2017,104179,11624,32429
2018,104179,11851,33072
2019,104179,12379,34662
2020,104179,12384,34667
2021,104179,12404,35153
2022,104179,12937,37355
2023,104179,13277,38784
2024,104179,13573,39903
2001,104586,15710,15710
2002,104586,18430,18430
2003,104586,21340,21340
2004,104586,22180,22180
2005,104586,23550,23550
2006,104586,25120,25120
2007,104586,26130,26130
2008,104586,27180,27180
2009,104586,28274,28274
2010,104586,29428,29428
2011,104586,29552,29552
2012,104586,30420,30420
2013,104586,31034,31034
2014,104586,31648,31648
2015,104586,33144,33144
2016,104586,33826,33826
2017,104586,34662,34662
2018,104586,35654,35654
2019,104586,36708,36708
2020,104586,37864,37864
2021,104586,38966,38966
2022,104586,40464,40464
2023,104586,42204,42204
2024,104586,43974,43974
1990,104708,576,3576
1991,104708,624,3626
1992,104708,701,3701
1993,104708,778,3778
1994,104708,778,3778
1995,104708,826,3826
1996,104708,826,3826
1997,104708,898,3898
1998,104708,922,4210
1999,104708,970,4258
2000,104708,994,4282
2001,104708,1042,4330
2002,104708,1114,5074
2003,104708,1234,5194
2004,104708,1330,5290
2005,104708,1450,6202
2006,104708,1590,6750
2007,104708,1590,6750
2008,104708,1734,6894
2009,104708,1734,7518
2010,104708,1734,7518
2011,104708,1854,7638
2012,104708,1854,7638
2013,104708,1974,7758
2014,104708,2046,7830
2015,104708,2046,7830
2016,104708,2094,7878
2017,104708,2094,7878
2018,104708,2070,7854
2019,104708,2070,7854
2020,104708,2070,7854
2021,104708,2070,7854
2022,104708,2070,7854
2023,104708,2358,8959
2024,104708,2358,8959
1990,104717,4000,4000
1991,104717,6330,6330
1992,104717,6330,6330
1993,104717,6730,6730
1994,104717,7690,7690
1995,104717,7850,7850
1996,104717,8450,8450
1997,104717,9105,9105
1998,104717,9260,9260
1999,104717,8380,8380
2000,104717,9710,9710
2001,104717,10500,10500
2005,104717,10250,12500
2006,104717,12500,12500
2007,104717,14320,14320
2008,104717,15930,15930
2009,104717,17060,17060
2011,104717,9763,9763
2012,104717,8684,8684
2013,104717,8545,8545
2014,104717,17173,17173
2015,104717,17129,17129
2016,104717,16975,16975
2017,104717,17002,17002
2018,104717,17076,17076
2019,104717,17176,17176
2020,104717,17181,17181
2021,104717,17189,17189
2022,104717,17205,17205
2023,104717,17263,17263
2024,104717,18508,18508
1990,105145,576,3600
1991,105145,624,3624
1992,105145,706,3706
1993,105145,778,3778
1994,105145,778,3778
1995,105145,826,3826
1996,105145,826,3826
1997,105145,898,3898
1998,105145,922,4210
1999,105145,970,4258
2000,105145,994,4282
2001,105145,1042,4330
2002,105145,1114,5074
2003,105145,1234,5194
2004,105145,1330,5290
2005,105145,1450,6202
2006,105145,1590,6750
2007,105145,1590,6750
2008,105145,1734,6894
2009,105145,1734,7518
2010,105145,1734,7518
2011,105145,1854,7638
2012,105145,1854,7638
2013,105145,1974,7758
2014,105145,2046,7830
2015,105145,2046,7830
2016,105145,2094,7878
2017,105145,2094,7878
2018,105145,2070,7854
2019,105145,2070,7854
2020,105145,2070,7854
2021,105145,2070,7854
2022,105145,2070,7854
2023,105145,2358,8959
2024,105145,2358,8959
1990,105154,864,5364
1991,105154,624,3624
1992,105154,706,3701
1993,105154,778,3778
1994,105154,778,3778
1995,105154,826,3826
1996,105154,826,3826
1997,105154,898,3898
1998,105154,922,4210
1999,105154,970,4258
2000,105154,994,4282
2001,105154,1042,4330
2002,105154,1114,5074
2003,105154,1234,5194
2004,105154,1330,5290
2005,105154,1450,6202
2006,105154,1590,6750
2007,105154,1590,6750
2008,105154,1734,6894
2009,105154,1734,7518
2010,105154,1734,7518
2011,105154,1854,7638
2012,105154,1854,7638
2013,105154,1974,7758
2014,105154,2046,7830
2015,105154,2046,7830
2016,105154,2094,7878
2017,105154,2094,7878
2018,105154,2070,7854
2019,105154,2070,7854
2020,105154,2070,7854
2021,105154,2070,7854
2022,105154,2070,7854
2023,105154,2358,8959
2024,105154,2358,8959
1990,105206,490,1700
1991,105206,510,3440
1992,105206,520,3450
1993,105206,520,3450
1994,105206,580,3480
1995,105206,580,3480
1996,105206,660,3776
1997,105206,740,3856
1998,105206,720,3836
1999,105206,745,3861
2000,105206,745,3888
2001,105206,801,4345
2002,105206,858,4850
2007,105206,1700,4940
2008,105206,1870,4171
2009,105206,2020,5860
2010,105206,2310,6450
2011,105206,2460,9120
2012,105206,2520,9360
2013,105206,2550,9570
2014,105206,2610,8610
2015,105206,2640,8715
2016,105206,2640,8715
2017,105206,2640,8715
2018,105206,2640,8715
2019,105206,2112,6972
2020,105206,2112,6972
2021,105206,2136,6996
2022,105206,2136,6996
2023,105206,2136,7248
2024,105206,2208,7968
1990,105297,380,380
1991,105297,620,620
1992,105297,620,620
1993,105297,620,620
1994,105297,620,620
1995,105297,620,620
1996,105297,620,620
1997,105297,620,620
1998,105297,620,620
1999,105297,660,660
2000,105297,660,660
2001,105297,660,660
2002,105297,660,660
2003,105297,660,660
2004,105297,1065,1065
2005,105297,1165,1165
2006,105297,1165,1165
2007,105297,1165,1165
2008,105297,1165,1165
2009,105297,805,805
2010,105297,805,805
2011,105297,805,805
2012,105297,805,805
2013,105297,805,805
2014,105297,725,725
2015,105297,725,725
2016,105297,725,725
